Lot,LotID,HorseID,HorseUUID,Name,horseGender,yob,cob,colour,SireID,SireUUID,sireName,Stallion Match Rating,lotPedigreeStrength,lotSpeedPct,lotClassicPct,lotStaminaPct,lotDI,lotCI,vendorName,vendorLotsOffered_5y,vendorLotsSold_5y,vendorStakesWinners_5y,vendorWinners_5y,damUrl,stallionName,stallionFarm,stallionFee,matingMatchRating,matingPedigreeStrength,matingSpeedPct,matingClassicPct,matingStaminaPct,matingDI,matingCI,stallionSearchUrl
492,832488,1638642,22CFFF3C-8F16-F011-ACD3-02C4308ABA4F,Baked,Filly,2022,AUS,Bay,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,32.9,51.85,14.81,33.33,1.455,0.593,Baystone Farm,0,0,0,0,https://stallionmatch.com/race-horse/Baked/22CFFF3C-8F16-F011-ACD3-02C4308ABA4F,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",NORMAL MATCH,46.9,72.73,9.09,18.18,3.4,1.045,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=22CFFF3C-8F16-F011-ACD3-02C4308ABA4F
493,832489,1452710,A9D7AF9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Beauty Bound,Mare,2019,AUS,Bay,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,19.6,58.62,10.34,31.03,1.762,0.517,Ciaron Maher Racing,0,0,0,0,https://stallionmatch.com/race-horse/Beauty%20Bound/A9D7AF9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",20/20 MATCH,26.3,79.17,4.17,16.67,4.333,1.042,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=A9D7AF9F-6BCC-EE11-8DC2-E8D8D1C4DF34
494,832490,1426767,F49EAD9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Beauty Rising,Mare,2020,AUS,Bay,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,12.6,51.61,45.16,3.23,2.875,0.774,Ciaron Maher Racing,0,0,0,0,https://stallionmatch.com/race-horse/Beauty%20Rising/F49EAD9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",20/20 MATCH,45.1,75,25,0,7,1.208,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=F49EAD9F-6BCC-EE11-8DC2-E8D8D1C4DF34
495,832491,1052049,2DA9879F-6BCC-EE11-8DC2-E8D8D1C4DF34,Bells Of Steel,Mare,2020,AUS,Bay,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,25,9.68,64.52,25.81,0.722,-0.161,Glenbeigh Farm,100,79,2,13,https://stallionmatch.com/race-horse/Bells%20Of%20Steel/2DA9879F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",NORMAL MATCH,29.5,50,33.33,16.67,2,0.625,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=2DA9879F-6BCC-EE11-8DC2-E8D8D1C4DF34
496,832492,1661620,8B63DEE8-B67D-F011-AD1E-025082B7DA07,Bene Di Lusso,Mare,2021,AUS,Bay,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,44.4,30,40,30,1,0.1,Baystone Farm,0,0,0,0,https://stallionmatch.com/race-horse/Bene%20Di%20Lusso/8B63DEE8-B67D-F011-AD1E-025082B7DA07,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",NORMAL MATCH,36.1,62.5,20.83,16.67,2.692,0.792,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=8B63DEE8-B67D-F011-AD1E-025082B7DA07
497,832493,1437638,8FB3AE9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Blonde On Blonde,Mare,2021,AUS,Bay,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,45,63.33,26.67,10,3.286,0.733,Canning Downs Stud,47,44,2,19,https://stallionmatch.com/race-horse/Blonde%20On%20Blonde/8FB3AE9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",20/20 MATCH,33.8,79.17,16.67,4.17,7,1.125,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=8FB3AE9F-6BCC-EE11-8DC2-E8D8D1C4DF34
498,832494,959702,5D937D9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Bonita Queen,Mare,2020,AUS,Bay Brown,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,NORMAL MATCH,84.1,76.92,15.38,7.69,5.5,1.385,Attunga Stud,146,135,2,54,https://stallionmatch.com/race-horse/Bonita%20Queen/5D937D9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",20/20 MATCH,23.3,90.91,4.55,4.55,13.667,1.545,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=5D937D9F-6BCC-EE11-8DC2-E8D8D1C4DF34
499,832495,1726008,52051F0A-96C9-F011-AD1E-022F89C8EE41,Boom Pasa,Filly,2022,AUS,Bay,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,15.2,65.52,20.69,13.79,3.143,1.172,Newington Farm Premium Consignment,0,0,0,0,https://stallionmatch.com/race-horse/Boom%20Pasa/52051F0A-96C9-F011-AD1E-022F89C8EE41,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",NORMAL MATCH,42.4,83.33,12.5,4.17,8.6,1.458,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=52051F0A-96C9-F011-AD1E-022F89C8EE41
500,832496,1648393,57515F4C-0F5E-F011-ACD3-02C4308ABA4F,Bossy Sheila,Filly,2022,AUS,Bay,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,34,39.29,28.57,32.14,1.154,0.321,Glastonbury Farms,22,19,2,12,https://stallionmatch.com/race-horse/Bossy%20Sheila/57515F4C-0F5E-F011-ACD3-02C4308ABA4F,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",20/20 MATCH,30.2,69.57,13.04,17.39,3.182,0.957,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=57515F4C-0F5E-F011-ACD3-02C4308ABA4F
501,832497,1032679,3A63859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Broadbeach Miss,Mare,2020,AUS,Chestnut,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,46.8,37.5,58.33,4.17,2,0.708,Ciaron Maher Racing,0,0,0,0,https://stallionmatch.com/race-horse/Broadbeach%20Miss/3A63859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",20/20 MATCH,28.3,68.18,31.82,0,5.286,1.182,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=3A63859F-6BCC-EE11-8DC2-E8D8D1C4DF34
502,832498,1595143,88F61687-3D76-EF11-ACD3-02C4308ABA4F,Capital Beauty,Mare,2021,AUS,Chestnut,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,NORMAL MATCH,16.8,84.62,7.69,7.69,7.667,1.269,Bell River Thoroughbreds,150,130,2,44,https://stallionmatch.com/race-horse/Capital%20Beauty/88F61687-3D76-EF11-ACD3-02C4308ABA4F,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",NORMAL MATCH,69.9,91.3,4.35,4.35,14.333,1.435,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=88F61687-3D76-EF11-ACD3-02C4308ABA4F
503,832499,1253913,61B49C9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Captured By Love,Mare,2021,AUS,Chestnut,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,PERFECT MATCH,53.5,68.97,27.59,3.45,4.8,1.103,Newgate Farm,628,589,17,262,https://stallionmatch.com/race-horse/Captured%20By%20Love/61B49C9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",20/20 MATCH,74.1,83.33,16.67,0,11,1.375,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=61B49C9F-6BCC-EE11-8DC2-E8D8D1C4DF34
504,832500,1052275,0CAA879F-6BCC-EE11-8DC2-E8D8D1C4DF34,Careless Dundee,Mare,2020,NZL,Bay,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,48.5,17.24,55.17,27.59,0.813,0,Bell View Park Stud,0,0,0,0,https://stallionmatch.com/race-horse/Careless%20Dundee/0CAA879F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",NORMAL MATCH,30.7,54.17,29.17,16.67,2.2,0.708,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=0CAA879F-6BCC-EE11-8DC2-E8D8D1C4DF34
505,832501,1070641,A6F5889F-6BCC-EE11-8DC2-E8D8D1C4DF34,Cha Cha Changes,Mare,2020,AUS,Chestnut,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,93.4,36,32,32,1.083,-0.04,Bell River Thoroughbreds,150,130,2,44,https://stallionmatch.com/race-horse/Cha%20Cha%20Changes/A6F5889F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",NORMAL MATCH,36.4,66.67,14.29,19.05,2.818,0.714,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=A6F5889F-6BCC-EE11-8DC2-E8D8D1C4DF34
506,832502,1437794,2BB4AE9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Cherish The Day,Mare,2021,AUS,Grey,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,19.2,58.06,22.58,19.35,2.263,0.839,Lucas Bloodstock,184,147,2,47,https://stallionmatch.com/race-horse/Cherish%20The%20Day/2BB4AE9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",NORMAL MATCH,33.8,75,12.5,12.5,4.333,1.167,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=2BB4AE9F-6BCC-EE11-8DC2-E8D8D1C4DF34
507,832503,1226350,78519A9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Cheval Chic,Mare,2019,AUS,Chestnut,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,PERFECT MATCH,52.9,62.07,31.03,6.9,3.462,0.931,Ciaron Maher Racing,0,0,0,0,https://stallionmatch.com/race-horse/Cheval%20Chic/78519A9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",20/20 MATCH,30.2,79.17,16.67,4.17,7,1.25,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=78519A9F-6BCC-EE11-8DC2-E8D8D1C4DF34
508,832504,1568241,CAA1B4B4-990E-EF11-8DD1-E8D8D1C4DF34,Chica Mojito,Mare,2020,NZL,Bay,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,NORMAL MATCH,21.7,59.26,29.63,11.11,2.857,0.63,Chris Waller Racing,0,0,0,0,https://stallionmatch.com/race-horse/Chica%20Mojito/CAA1B4B4-990E-EF11-8DD1-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",NORMAL MATCH,23.9,81.82,13.64,4.55,7.8,1.182,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=CAA1B4B4-990E-EF11-8DD1-E8D8D1C4DF34
509,832505,1645393,F34C3B26-7B46-F011-ACD3-02C4308ABA4F,Chills 'n' Thrills,Filly,2022,AUS,Chestnut,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,32,61.54,23.08,15.38,2.714,0.731,Kenmore Lodge,406,371,4,151,https://stallionmatch.com/race-horse/Chills%20'n'%20Thrills/F34C3B26-7B46-F011-ACD3-02C4308ABA4F,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",20/20 MATCH,52.8,78.26,13.04,8.7,5.571,1.13,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=F34C3B26-7B46-F011-ACD3-02C4308ABA4F
510,832506,1032861,EF63859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Countyourblessings,Filly,2020,AUS,Bay,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,87.2,66.67,25,8.33,3.8,1.208,Vinery Stud,614,515,15,209,https://stallionmatch.com/race-horse/Countyourblessings/EF63859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",20/20 MATCH,23.3,80.95,14.29,4.76,7.4,1.381,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=EF63859F-6BCC-EE11-8DC2-E8D8D1C4DF34
511,832507,1437440,C9B2AE9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Dame Commander,Mare,2021,AUS,Bay Brown,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,62.9,68.97,31.03,0,5.444,0.966,Attunga Stud,146,135,2,54,https://stallionmatch.com/race-horse/Dame%20Commander/C9B2AE9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",NORMAL MATCH,29.8,86.96,13.04,0,14.333,1.304,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=C9B2AE9F-6BCC-EE11-8DC2-E8D8D1C4DF34
512,832508,1628637,E12F8872-98D0-EF11-ACD3-02C4308ABA4F,Darn Hot Lady,Filly,2022,AUS,Brown,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,21.6,59.26,11.11,29.63,1.842,0.815,KBL Thoroughbreds,389,320,3,120,https://stallionmatch.com/race-horse/Darn%20Hot%20Lady/E12F8872-98D0-EF11-ACD3-02C4308ABA4F,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",NORMAL MATCH,36.4,78.26,4.35,17.39,4.111,1.174,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=E12F8872-98D0-EF11-ACD3-02C4308ABA4F
513,832509,1672363,971DDAE5-B987-F011-AD1E-022F89C8EE41,Diamond Edge,Filly,2022,AUS,Bay,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,NORMAL MATCH,48.3,57.89,10.53,31.58,1.714,0.316,Widden Stud,1231,1065,31,401,https://stallionmatch.com/race-horse/Diamond%20Edge/971DDAE5-B987-F011-AD1E-022F89C8EE41,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",NORMAL MATCH,52.8,77.78,5.56,16.67,4.143,0.944,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=971DDAE5-B987-F011-AD1E-022F89C8EE41
514,832510,1769895,477CF2DF-45D9-F011-AD1E-022F89C8EE41,Diamond Supremacy,Filly,2022,NZL,Bay,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,12.2,30.43,34.78,34.78,0.917,0.174,Newington Farm Premium Consignment,0,0,0,0,https://stallionmatch.com/race-horse/Diamond%20Supremacy/477CF2DF-45D9-F011-AD1E-022F89C8EE41,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",20/20 MATCH,46.9,61.9,19.05,19.05,2.5,0.857,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=477CF2DF-45D9-F011-AD1E-022F89C8EE41
515,832511,1844554,F2F90B78-E042-F111-AD1E-022F89C8EE41,Diplomacy,Mare,2020,AUS,Bay,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,57.9,64.29,35.71,0,4.6,1.25,Bell View Park Stud,0,0,0,0,https://stallionmatch.com/race-horse/Diplomacy/F2F90B78-E042-F111-AD1E-022F89C8EE41,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",20/20 MATCH,24.3,82.61,17.39,0,10.5,1.478,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=F2F90B78-E042-F111-AD1E-022F89C8EE41
516,832512,1254006,BEB49C9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Double Market,Mare,2021,AUS,Chestnut,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,65,58.62,24.14,17.24,2.412,0.655,Attunga Stud,146,135,2,54,https://stallionmatch.com/race-horse/Double%20Market/BEB49C9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",20/20 MATCH,65.4,78.26,13.04,8.7,5.571,1.13,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=BEB49C9F-6BCC-EE11-8DC2-E8D8D1C4DF34
517,832513,1253391,58B29C9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Editing,Mare,2021,AUS,Chestnut,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,PERFECT MATCH,50.2,62.07,31.03,6.9,3.462,0.862,Ciaron Maher Racing,0,0,0,0,https://stallionmatch.com/race-horse/Editing/58B29C9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",20/20 MATCH,30.2,79.17,16.67,4.17,7,1.208,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=58B29C9F-6BCC-EE11-8DC2-E8D8D1C4DF34
518,832514,1437700,CDB3AE9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Erminia,Mare,2021,AUS,Grey,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,NORMAL MATCH,49,70.37,25.93,3.7,5,1.074,Eureka Stud,457,398,9,163,https://stallionmatch.com/race-horse/Erminia/CDB3AE9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",NORMAL MATCH,64.3,86.96,13.04,0,14.333,1.391,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=CDB3AE9F-6BCC-EE11-8DC2-E8D8D1C4DF34
519,832515,1090487,66158B9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Express Yo'self,Mare,2021,AUS,Bay,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,65,44.83,24.14,31.03,1.32,0.379,Baystone Farm,0,0,0,0,https://stallionmatch.com/race-horse/Express%20Yo'self/66158B9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",20/20 MATCH,36.4,70.83,12.5,16.67,3.364,0.958,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=66158B9F-6BCC-EE11-8DC2-E8D8D1C4DF34
520,832516,1244277,8D7D9B9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Extratwo,Mare,2019,AUS,Bay,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,56.2,64.29,32.14,3.57,4.091,1,Ciaron Maher Racing,0,0,0,0,https://stallionmatch.com/race-horse/Extratwo/8D7D9B9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",NORMAL MATCH,57.9,82.61,17.39,0,10.5,1.348,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=8D7D9B9F-6BCC-EE11-8DC2-E8D8D1C4DF34
521,832517,1437639,90B3AE9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Feisty Legend,Mare,2021,AUS,Chestnut,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,67.3,48.28,48.28,3.45,2.625,0.69,Kenmore Lodge,406,371,4,151,https://stallionmatch.com/race-horse/Feisty%20Legend/90B3AE9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",20/20 MATCH,59.5,70.83,29.17,0,5.857,1.125,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=90B3AE9F-6BCC-EE11-8DC2-E8D8D1C4DF34
522,832518,1620260,87E4EFB6-B5A3-EF11-ACD3-02C4308ABA4F,Formula Rossa,Filly,2022,AUS,Brown,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,36.8,93.1,0,6.9,13.5,1.621,Eureka Stud,457,398,9,163,https://stallionmatch.com/race-horse/Formula%20Rossa/87E4EFB6-B5A3-EF11-ACD3-02C4308ABA4F,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",20/20 MATCH,57.9,95.83,4.17,0,47,1.667,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=87E4EFB6-B5A3-EF11-ACD3-02C4308ABA4F
523,832519,1122479,23618F9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Fortune Ready,Filly,2019,AUS,Bay,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,NORMAL MATCH,79.8,72.41,20.69,6.9,4.8,1.276,Bell River Thoroughbreds,150,130,2,44,https://stallionmatch.com/race-horse/Fortune%20Ready/23618F9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",20/20 MATCH,54.9,87.5,8.33,4.17,11,1.5,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=23618F9F-6BCC-EE11-8DC2-E8D8D1C4DF34
524,832520,1489518,B32AB29F-6BCC-EE11-8DC2-E8D8D1C4DF34,Fragile Love,Mare,2020,AUS,Brown,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,87.4,76,20,4,6.143,1.24,Newington Farm Premium Consignment,0,0,0,0,https://stallionmatch.com/race-horse/Fragile%20Love/B32AB29F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",NORMAL MATCH,31.5,90.91,9.09,0,21,1.5,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=B32AB29F-6BCC-EE11-8DC2-E8D8D1C4DF34
525,832521,1254102,1DB59C9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Gala Queen,Mare,2021,AUS,Bay,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,55.5,22.58,54.84,22.58,1,0.129,Yarraman Park Stud,483,461,12,204,https://stallionmatch.com/race-horse/Gala%20Queen/1DB59C9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",NORMAL MATCH,75,58.33,33.33,8.33,3,0.875,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=1DB59C9F-6BCC-EE11-8DC2-E8D8D1C4DF34
526,832522,1253704,90B39C9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Garland Of Roses,Mare,2021,AUS,Bay,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,91.4,44,20,36,1.174,0,Bell View Park Stud,0,0,0,0,https://stallionmatch.com/race-horse/Garland%20Of%20Roses/90B39C9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",20/20 MATCH,36.4,71.43,9.52,19.05,3.2,0.762,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=90B39C9F-6BCC-EE11-8DC2-E8D8D1C4DF34
527,832523,1254212,8BB59C9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Gioia River,Mare,2021,AUS,Chestnut,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,51.8,80.77,15.38,3.85,7.667,1.038,Glastonbury Farms,22,19,2,12,https://stallionmatch.com/race-horse/Gioia%20River/8BB59C9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",20/20 MATCH,36.4,90.91,9.09,0,21,1.364,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=8BB59C9F-6BCC-EE11-8DC2-E8D8D1C4DF34
