Lot,LotID,HorseID,HorseUUID,Name,horseGender,yob,cob,colour,SireID,SireUUID,sireName,Stallion Match Rating,lotPedigreeStrength,lotSpeedPct,lotClassicPct,lotStaminaPct,lotDI,lotCI,vendorName,vendorLotsOffered_5y,vendorLotsSold_5y,vendorStakesWinners_5y,vendorWinners_5y,damUrl,stallionName,stallionFarm,stallionFee,matingMatchRating,matingPedigreeStrength,matingSpeedPct,matingClassicPct,matingStaminaPct,matingDI,matingCI,stallionSearchUrl
401,832397,1433857,5BBAAD9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Karavas,Mare,2021,AUS,Bay,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,75.1,51.61,16.13,32.26,1.48,0.516,Vinery Stud,614,515,15,209,https://stallionmatch.com/race-horse/Karavas/5BBAAD9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",20/20 MATCH,65.4,75,8.33,16.67,3.8,1.042,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=5BBAAD9F-6BCC-EE11-8DC2-E8D8D1C4DF34
402,832398,1070457,F3F4889F-6BCC-EE11-8DC2-E8D8D1C4DF34,Kealoha,Mare,2020,AUS,Chestnut,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,84.5,65.63,25,9.38,3.571,0.75,Arrowfield Stud,1000,895,37,376,https://stallionmatch.com/race-horse/Kealoha/F3F4889F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",20/20 MATCH,66.1,79.17,16.67,4.17,7,1.125,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=F3F4889F-6BCC-EE11-8DC2-E8D8D1C4DF34
403,832399,1632936,DC9A69CC-CFE5-EF11-ACD3-02C4308ABA4F,Kerber,Filly,2022,AUS,Bay,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,PERFECT MATCH,93.2,80,8,12,5.25,1.32,Chris Waller Racing,0,0,0,0,https://stallionmatch.com/race-horse/Kerber/DC9A69CC-CFE5-EF11-ACD3-02C4308ABA4F,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",NORMAL MATCH,54.7,90.91,4.55,4.55,13.667,1.5,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=DC9A69CC-CFE5-EF11-ACD3-02C4308ABA4F
404,832400,1726223,44FF75B6-97C9-F011-AD1E-022F89C8EE41,Killer Heels,Filly,2022,AUS,Bay Brown,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,85.8,45.83,12.5,41.67,1.087,0.167,Baystone Farm,0,0,0,0,https://stallionmatch.com/race-horse/Killer%20Heels/44FF75B6-97C9-F011-AD1E-022F89C8EE41,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",20/20 MATCH,35.3,76.19,4.76,19.05,3.667,0.952,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=44FF75B6-97C9-F011-AD1E-022F89C8EE41
405,832401,1253688,80B39C9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Kirribilli,Mare,2021,AUS,Bay Brown,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,PERFECT MATCH,85.3,53.33,43.33,3.33,3,0.767,Newington Farm Premium Consignment,0,0,0,0,https://stallionmatch.com/race-horse/Kirribilli/80B39C9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",20/20 MATCH,41.5,75,25,0,7,1.167,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=80B39C9F-6BCC-EE11-8DC2-E8D8D1C4DF34
406,832402,1793682,F1E3A775-62FE-F011-AD1E-022F89C8EE41,La Gitana,Filly,2023,AUS,Bay,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,65,30,55,15,1.353,0.45,Newington Farm Premium Consignment,0,0,0,0,https://stallionmatch.com/race-horse/La%20Gitana/F1E3A775-62FE-F011-AD1E-022F89C8EE41,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",NORMAL MATCH,75,68.42,26.32,5.26,4.429,1.105,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=F1E3A775-62FE-F011-AD1E-022F89C8EE41
407,832403,1253266,DCB19C9F-6BCC-EE11-8DC2-E8D8D1C4DF34,La Vie En,Mare,2021,AUS,Bay,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,82.3,57.69,38.46,3.85,3.333,0.808,Baystone Farm,0,0,0,0,https://stallionmatch.com/race-horse/La%20Vie%20En/DCB19C9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",20/20 MATCH,36.4,77.27,22.73,0,7.8,1.227,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=DCB19C9F-6BCC-EE11-8DC2-E8D8D1C4DF34
408,832404,1129142,CA7A8F9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Legarto,Mare,2019,NZL,Bay,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,36.8,76,24,0,7.333,0.88,Attunga Stud,146,135,2,54,https://stallionmatch.com/race-horse/Legarto/CA7A8F9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",NORMAL MATCH,67.7,86.96,13.04,0,14.333,1.217,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=CA7A8F9F-6BCC-EE11-8DC2-E8D8D1C4DF34
409,832405,1592938,F2B81C62-566B-EF11-ACD3-02C4308ABA4F,Leica Glove,Mare,2021,NZL,Bay,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,NORMAL MATCH,83.5,32,16,52,0.667,0.08,Newington Farm Premium Consignment,0,0,0,0,https://stallionmatch.com/race-horse/Leica%20Glove/F2B81C62-566B-EF11-ACD3-02C4308ABA4F,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",NORMAL MATCH,36.4,61.9,9.52,28.57,2,0.762,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=F2B81C62-566B-EF11-ACD3-02C4308ABA4F
410,832406,1254228,9BB59C9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Lexy Rose,Mare,2021,AUS,Bay,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,72.3,32.14,64.29,3.57,1.8,0.536,Ciaron Maher Racing,0,0,0,0,https://stallionmatch.com/race-horse/Lexy%20Rose/9BB59C9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",20/20 MATCH,38.2,62.5,37.5,0,4.333,1.042,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=9BB59C9F-6BCC-EE11-8DC2-E8D8D1C4DF34
411,832407,1345162,F0C7A49F-6BCC-EE11-8DC2-E8D8D1C4DF34,Lilac,Mare,2021,AUS,Bay,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,PERFECT MATCH,91.3,45.83,16.67,37.5,1.182,0,Yarraman Park Stud,483,461,12,204,https://stallionmatch.com/race-horse/Lilac/F0C7A49F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",20/20 MATCH,65.4,71.43,9.52,19.05,3.2,0.762,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=F0C7A49F-6BCC-EE11-8DC2-E8D8D1C4DF34
412,832408,1446087,7DBEAF9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Liquor,Mare,2019,AUS,Bay,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,PERFECT MATCH,43.5,86.21,3.45,10.34,7.286,1.517,Eureka Stud,457,398,9,163,https://stallionmatch.com/race-horse/Liquor/7DBEAF9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",20/20 MATCH,58.1,91.67,4.17,4.17,15,1.583,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=7DBEAF9F-6BCC-EE11-8DC2-E8D8D1C4DF34
413,832409,1688408,D62708F9-F19C-F011-AD1E-022F89C8EE41,Lucci,Filly,2022,AUS,Bay,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,64.3,44.83,51.72,3.45,2.412,0.862,Newington Farm Premium Consignment,0,0,0,0,https://stallionmatch.com/race-horse/Lucci/D62708F9-F19C-F011-AD1E-022F89C8EE41,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",20/20 MATCH,73.2,70.83,29.17,0,5.857,1.25,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=D62708F9-F19C-F011-AD1E-022F89C8EE41
414,832410,1038764,5279859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Lunar Eight,Mare,2020,AUS,Bay,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,11.8,53.33,16.67,30,1.609,0.467,KBL Thoroughbreds,389,320,3,120,https://stallionmatch.com/race-horse/Lunar%20Eight/5279859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",20/20 MATCH,36.4,75,8.33,16.67,3.8,1,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=5279859F-6BCC-EE11-8DC2-E8D8D1C4DF34
415,832411,1437715,DCB3AE9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Macha,Mare,2021,AUS,Bay,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,74.2,70.37,18.52,11.11,3.909,1.111,Widden Stud,1231,1065,31,401,https://stallionmatch.com/race-horse/Macha/DCB3AE9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",20/20 MATCH,23.3,86.36,9.09,4.55,10,1.409,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=DCB3AE9F-6BCC-EE11-8DC2-E8D8D1C4DF34
416,832412,1253184,8AB19C9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Maili,Mare,2021,AUS,Bay Brown,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,22.8,75.86,13.79,10.34,4.8,0.897,Newgate Farm,628,589,17,262,https://stallionmatch.com/race-horse/Maili/8AB19C9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",20/20 MATCH,66.1,86.96,8.7,4.35,10.5,1.217,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=8AB19C9F-6BCC-EE11-8DC2-E8D8D1C4DF34
417,832413,1642943,AE5D651F-CF36-F011-ACD3-02C4308ABA4F,Marinera,Filly,2022,AUS,Bay,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,80.7,88.46,11.54,0,16.333,1.731,Bell River Thoroughbreds,150,130,2,44,https://stallionmatch.com/race-horse/Marinera/AE5D651F-CF36-F011-ACD3-02C4308ABA4F,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",20/20 MATCH,22.7,95.65,4.35,0,45,1.739,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=AE5D651F-CF36-F011-ACD3-02C4308ABA4F
418,832414,1724058,535317A5-61C7-F011-AD1E-022F89C8EE41,Mary Tudor,Filly,2022,AUS,Bay Brown,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,90.4,75,16.67,8.33,5,0.792,Widden Stud,1231,1065,31,401,https://stallionmatch.com/race-horse/Mary%20Tudor/535317A5-61C7-F011-AD1E-022F89C8EE41,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",NORMAL MATCH,45.2,90.48,4.76,4.76,13,1.238,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=535317A5-61C7-F011-AD1E-022F89C8EE41
419,832415,1117090,BC618E9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Mckeon,Mare,2019,AUS,Bay,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,37.7,34.48,13.79,51.72,0.706,-0.069,Kenmore Lodge,406,371,4,151,https://stallionmatch.com/race-horse/Mckeon/BC618E9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",20/20 MATCH,66.1,60.87,8.7,30.43,1.875,0.609,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=BC618E9F-6BCC-EE11-8DC2-E8D8D1C4DF34
420,832416,1602366,E8751EC9-2685-EF11-ACD3-02C4308ABA4F,Memo,Filly,2022,AUS,Bay,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,48.1,79.31,10.34,10.34,5.444,1.207,Newgate Farm,628,589,17,262,https://stallionmatch.com/race-horse/Memo/E8751EC9-2685-EF11-ACD3-02C4308ABA4F,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",20/20 MATCH,60.5,91.3,4.35,4.35,14.333,1.478,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=E8751EC9-2685-EF11-ACD3-02C4308ABA4F
421,832417,1617398,004A60DE-3D9A-EF11-ACD3-02C4308ABA4F,Military Tycoon,Filly,2022,AUS,Chestnut,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,NORMAL MATCH,72.7,78.57,10.71,10.71,5.222,1.107,Ciaron Maher Racing,0,0,0,0,https://stallionmatch.com/race-horse/Military%20Tycoon/004A60DE-3D9A-EF11-ACD3-02C4308ABA4F,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",NORMAL MATCH,58.1,87.5,8.33,4.17,11,1.375,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=004A60DE-3D9A-EF11-ACD3-02C4308ABA4F
422,832418,1646498,CC24C507-244F-F011-ACD3-02C4308ABA4F,Mimi's,Filly,2022,AUS,Bay,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,89,41.94,54.84,3.23,2.263,0.516,Newgate Farm,628,589,17,262,https://stallionmatch.com/race-horse/Mimi's/CC24C507-244F-F011-ACD3-02C4308ABA4F,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",20/20 MATCH,49.2,66.67,33.33,0,5,1,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=CC24C507-244F-F011-ACD3-02C4308ABA4F
423,832419,1605557,470D9970-E389-EF11-ACD3-02C4308ABA4F,Miss Celine,Filly,2022,AUS,Bay,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,PERFECT MATCH,69.4,30.77,53.85,15.38,1.364,0.385,Vinery Stud,614,515,15,209,https://stallionmatch.com/race-horse/Miss%20Celine/470D9970-E389-EF11-ACD3-02C4308ABA4F,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",20/20 MATCH,75,60.87,30.43,8.7,3.182,0.913,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=470D9970-E389-EF11-ACD3-02C4308ABA4F
424,832420,1032686,4063859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Miss Personality,Mare,2020,AUS,Bay,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,46.3,46.15,53.85,0,2.714,0.577,Baystone Farm,0,0,0,0,https://stallionmatch.com/race-horse/Miss%20Personality/4063859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",20/20 MATCH,24.8,69.57,30.43,0,5.571,1.043,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=4063859F-6BCC-EE11-8DC2-E8D8D1C4DF34
425,832421,1444317,3ACDAE9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Mootessa,Mare,2019,AUS,Bay,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,80.1,35.71,50,14.29,1.545,0.429,Newington Farm Premium Consignment,0,0,0,0,https://stallionmatch.com/race-horse/Mootessa/3ACDAE9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",NORMAL MATCH,30.7,62.5,29.17,8.33,3.364,0.917,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=3ACDAE9F-6BCC-EE11-8DC2-E8D8D1C4DF34
426,832422,1251518,0EAB9C9F-6BCC-EE11-8DC2-E8D8D1C4DF34,My Lips Are Sealed,Mare,2020,NZL,Bay,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,NORMAL MATCH,50.5,55.17,41.38,3.45,3.143,0.621,Newgate Farm,628,589,17,262,https://stallionmatch.com/race-horse/My%20Lips%20Are%20Sealed/0EAB9C9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",NORMAL MATCH,65.4,78.26,21.74,0,8.2,1.13,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=0EAB9C9F-6BCC-EE11-8DC2-E8D8D1C4DF34
427,832423,1453249,C2D9AF9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Nodachi,Mare,2020,AUS,Chestnut,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,77.9,86.96,8.7,4.35,10.5,1.696,Newington Farm Premium Consignment,0,0,0,0,https://stallionmatch.com/race-horse/Nodachi/C2D9AF9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",20/20 MATCH,31.5,95.24,4.76,0,41,1.714,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=C2D9AF9F-6BCC-EE11-8DC2-E8D8D1C4DF34
428,832424,1602365,0F126182-2685-EF11-ACD3-02C4308ABA4F,O' Ole,Filly,2022,AUS,Brown,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,47,77.42,12.9,9.68,5.2,1.29,Attunga Stud,146,135,2,54,https://stallionmatch.com/race-horse/O'%20Ole/0F126182-2685-EF11-ACD3-02C4308ABA4F,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",NORMAL MATCH,36.4,91.67,8.33,0,23,1.625,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=0F126182-2685-EF11-ACD3-02C4308ABA4F
429,832425,1253805,F5B39C9F-6BCC-EE11-8DC2-E8D8D1C4DF34,O'invincible,Mare,2021,AUS,Bay Brown,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,88.6,51.72,34.48,13.79,2.222,0.724,Attunga Stud,146,135,2,54,https://stallionmatch.com/race-horse/O'invincible/F5B39C9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",20/20 MATCH,27.5,73.91,21.74,4.35,5.571,1.174,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=F5B39C9F-6BCC-EE11-8DC2-E8D8D1C4DF34
430,832426,1070771,28F6889F-6BCC-EE11-8DC2-E8D8D1C4DF34,Our Gold Hope,Mare,2020,AUS,Grey,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,77.6,87.1,9.68,3.23,11.4,1.452,Glenn Lee Thoroughbreds,140,124,0,34,https://stallionmatch.com/race-horse/Our%20Gold%20Hope/28F6889F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",20/20 MATCH,40.3,95.83,4.17,0,47,1.625,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=28F6889F-6BCC-EE11-8DC2-E8D8D1C4DF34
431,832427,1427367,49A1AD9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Overriding,Mare,2019,AUS,Chestnut,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,NORMAL MATCH,18.2,16.67,41.67,41.67,0.6,-0.292,Newgate Farm,628,589,17,262,https://stallionmatch.com/race-horse/Overriding/49A1AD9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",NORMAL MATCH,38.2,52.17,26.09,21.74,1.875,0.565,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=49A1AD9F-6BCC-EE11-8DC2-E8D8D1C4DF34
432,832428,1635682,C53EBACE-98FC-EF11-ACD3-02C4308ABA4F,Petit Artiste,Filly,2022,AUS,Bay,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,8.3,85.71,10.71,3.57,10.2,1.571,Newington Farm Premium Consignment,0,0,0,0,https://stallionmatch.com/race-horse/Petit%20Artiste/C53EBACE-98FC-EF11-ACD3-02C4308ABA4F,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",20/20 MATCH,67,95.65,4.35,0,45,1.696,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=C53EBACE-98FC-EF11-ACD3-02C4308ABA4F
433,832429,1651709,44525135-7E72-F011-AD1E-02BE0BA0FC69,Pleasepleaseplease,Filly,2022,AUS,Bay,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,8.1,32.14,25,42.86,0.806,0,Waylon J Stud,173,147,1,33,https://stallionmatch.com/race-horse/Pleasepleaseplease/44525135-7E72-F011-AD1E-02BE0BA0FC69,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",NORMAL MATCH,43.9,60.87,13.04,26.09,2.067,0.652,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=44525135-7E72-F011-AD1E-02BE0BA0FC69
434,832430,1017168,6353839F-6BCC-EE11-8DC2-E8D8D1C4DF34,Prairie Flower,Mare,2019,AUS,Bay,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,21.7,30,23.33,46.67,0.714,-0.2,Bell View Park Stud,0,0,0,0,https://stallionmatch.com/race-horse/Prairie%20Flower/6353839F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",NORMAL MATCH,64.1,54.17,16.67,29.17,1.667,0.458,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=6353839F-6BCC-EE11-8DC2-E8D8D1C4DF34
435,832431,1557398,8BF6B89F-6BCC-EE11-8DC2-E8D8D1C4DF34,Private Legacy,Mare,2020,AUS,Bay,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,53.3,74.19,9.68,16.13,3.769,0.806,Milangall Park,0,0,0,0,https://stallionmatch.com/race-horse/Private%20Legacy/8BF6B89F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",20/20 MATCH,65.4,83.33,8.33,8.33,7,1.125,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=8BF6B89F-6BCC-EE11-8DC2-E8D8D1C4DF34
436,832432,1346362,9DCCA49F-6BCC-EE11-8DC2-E8D8D1C4DF34,Prosegur,Mare,2021,NZL,Brown,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,15,80,20,0,9,1,Baystone Farm,0,0,0,0,https://stallionmatch.com/race-horse/Prosegur/9DCCA49F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",NORMAL MATCH,33.8,91.67,8.33,0,23,1.292,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=9DCCA49F-6BCC-EE11-8DC2-E8D8D1C4DF34
437,832433,1483909,F116B29F-6BCC-EE11-8DC2-E8D8D1C4DF34,Pyrolysis,Filly,2022,AUS,Chestnut,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,48.4,54.84,41.94,3.23,3.133,1.065,Glenbeigh Farm,100,79,2,13,https://stallionmatch.com/race-horse/Pyrolysis/F116B29F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",NORMAL MATCH,30.7,75,25,0,7,1.333,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=F116B29F-6BCC-EE11-8DC2-E8D8D1C4DF34
